symbol,side,entry_date,exit_date,entry_z,exit_z,beta,corr,hold_bars,pair_ret,exit_reason
INFY,LONG_PAIR,2024-09-20,2024-10-03,-2.056314863000179,0.15873699935090774,0.19198385630803697,0.8160822879235399,8,-0.0024544522140087996,mean_revert
INFY,LONG_PAIR,2025-02-28,2025-03-12,-2.237959270818087,-3.518624914515094,0.08325138876277831,0.8210455980598388,8,-0.05868711448143992,stop
INFY,LONG_PAIR,2025-03-13,2025-04-16,-3.041505502898041,-2.2187355174756203,0.14704791455095095,0.8548653606521786,20,-0.11237602022862661,time
INFY,LONG_PAIR,2025-08-07,2025-08-25,-2.4255281848578276,-0.3741218145452046,0.11506328337722933,0.7054914665975354,11,0.06451528653476445,mean_revert
INFY,SHORT_PAIR,2025-12-04,2026-01-02,2.289039791345701,0.4844158029536125,0.06528151911443437,0.7115597858270511,20,-0.026051017964024717,mean_revert
SBIN,SHORT_PAIR,2021-11-09,2021-11-16,2.0450907673791074,0.34529343314552097,0.048103086245983834,0.8162374956710701,5,0.06422828700244453,mean_revert
SBIN,SHORT_PAIR,2022-01-24,2022-01-27,2.046006336279647,3.972128596748447,0.041482214534257336,0.864610313607118,2,-0.07051821063342813,stop
SBIN,SHORT_PAIR,2022-01-28,2022-02-22,3.2102998805807177,0.4931885517102129,0.03589351127818327,0.7366748224820522,17,0.04783513298543287,mean_revert
SBIN,SHORT_PAIR,2022-06-30,2022-07-28,2.0081831987107557,1.8041202392342424,0.026987280983967184,0.9415117217529386,20,-0.14087613192904452,time
SBIN,SHORT_PAIR,2022-09-15,2022-09-30,2.2869983831560146,0.48318107800810733,0.032757716574083585,0.9239887704973739,11,0.07118619026705293,mean_revert
SBIN,SHORT_PAIR,2022-12-30,2023-01-17,2.4190539892252363,-0.27446995313958544,0.05024254851806402,0.9303531152998522,12,0.033667108186819256,mean_revert
SBIN,LONG_PAIR,2023-02-01,2023-02-24,-3.4049853154560186,-0.47368319410089454,0.04113374329107471,0.7096650730976418,17,-0.011595049418507983,mean_revert
SBIN,LONG_PAIR,2023-06-15,2023-07-07,-2.2939670561159025,0.08866062491523714,0.04773017557326649,0.9536820069136603,15,0.046193576654810525,mean_revert
SBIN,SHORT_PAIR,2023-07-21,2023-08-02,2.218173052528468,0.04954333839539151,0.018726428145442526,0.7792773980580967,8,0.026861557787454086,mean_revert
SBIN,LONG_PAIR,2023-08-04,2023-09-04,-2.2708315284818683,-0.9886687726903811,0.022960590797916305,0.7828778923975424,20,0.003910875128946721,time
SBIN,LONG_PAIR,2023-11-17,2023-12-04,-2.5640332338238405,-0.21966019104898563,0.03120691160049187,0.7324516995051235,10,0.05470134942622171,mean_revert
