date,event,pair,side,ret,pnl,equity,dd
2024-02-21,close,Nifty_FinNifty,LONG_Y,0.007533343035550755,918.9495429598367,480830.8842795362,-0.016700652612782307
2024-02-19,close,ICICI_SBI,LONG_Y,-0.0227262502267796,-2717.0258329199196,478113.8584466163,-0.02225697150928474
2024-03-04,open,ICICI_SBI,SHORT_Y,-0.04110443009554163,0.0,478113.8584466163,-0.02225697150928474
2024-03-07,open,TCS_INFY,SHORT_Y,-0.01383529195391242,0.0,478113.8584466163,-0.02225697150928474
2024-03-19,close,ICICI_SBI,SHORT_Y,-0.04110443009554163,-4913.149418057156,473200.7090285591,-0.032304364000784735
2024-03-20,open,MARUTI_MM,SHORT_Y,0.02835296226105849,0.0,473200.7090285591,-0.032304364000784735
2024-03-20,open,SUN_CIPLA,SHORT_Y,-0.011942522431920788,0.0,473200.7090285591,-0.032304364000784735
2024-03-22,close,TCS_INFY,SHORT_Y,-0.01383529195391242,-1653.711204705123,471546.997823854,-0.035686204064552696
2024-03-27,open,RELIANCE_ONGC,SHORT_Y,0.03376640771168543,0.0,471546.997823854,-0.035686204064552696
2024-04-03,close,MARUTI_MM,SHORT_Y,0.02835296226105849,3354.160461248214,474901.15828510217,-0.028826944602633575
2024-04-05,close,SUN_CIPLA,SHORT_Y,-0.011942522431920788,-1412.8025205935971,473488.3557645086,-0.031716126312681614
2024-04-02,close,RELIANCE_ONGC,SHORT_Y,0.03376640771168543,3980.612045935374,477468.96781044395,-0.023575773113791776
2024-04-10,open,SUN_CIPLA,SHORT_Y,0.042268091712495376,0.0,477468.96781044395,-0.023575773113791776
2024-04-24,close,SUN_CIPLA,SHORT_Y,0.042268091712495376,5045.425530320586,482514.39334076457,-0.013257875920709594
